2021-03-19 15:44:57.390 +01:00 [Information] 03/19/2021 15:44:57 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;18,75
2021-03-19 15:45:02.396 +01:00 [Information] 03/19/2021 15:45:02 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,75001;31,25
2021-03-19 15:45:07.399 +01:00 [Information] 03/19/2021 15:45:07 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;124,37501;23,4375
2021-03-19 15:45:12.400 +01:00 [Information] 03/19/2021 15:45:12 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,62501;19,270824
2021-03-19 15:45:17.414 +01:00 [Information] 03/19/2021 15:45:17 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,62501;17,1875
2021-03-19 15:45:22.385 +01:00 [Information] 03/19/2021 15:45:22 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,75001;24,479162
2021-03-19 15:45:27.394 +01:00 [Information] 03/19/2021 15:45:27 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;124,12501;18,749994
2021-03-19 15:45:32.390 +01:00 [Information] 03/19/2021 15:45:32 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,00001;21,875
2021-03-19 15:45:37.403 +01:00 [Information] 03/19/2021 15:45:37 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;16,874998
2021-03-19 15:45:42.384 +01:00 [Information] 03/19/2021 15:45:42 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,75001;17,708332
2021-03-19 15:45:47.391 +01:00 [Information] 03/19/2021 15:45:47 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;20,833332
2021-03-19 15:45:52.404 +01:00 [Information] 03/19/2021 15:45:52 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,12501;21,875
2021-03-19 15:45:57.396 +01:00 [Information] 03/19/2021 15:45:57 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;35,9375
2021-03-19 15:46:02.383 +01:00 [Information] 03/19/2021 15:46:02 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,37501;20,3125
2021-03-19 15:46:07.396 +01:00 [Information] 03/19/2021 15:46:07 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,75001;16,666668
2021-03-19 15:46:12.390 +01:00 [Information] 03/19/2021 15:46:12 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;27,083332
2021-03-19 15:46:17.379 +01:00 [Information] 03/19/2021 15:46:17 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,12501;14,583331
2021-03-19 15:46:22.399 +01:00 [Information] 03/19/2021 15:46:22 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,00001;18,75
2021-03-19 15:46:27.397 +01:00 [Information] 03/19/2021 15:46:27 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,25001;18,75
2021-03-19 15:46:32.410 +01:00 [Information] 03/19/2021 15:46:32 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,87501;15,625
2021-03-19 15:46:37.393 +01:00 [Information] 03/19/2021 15:46:37 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,62501;22,916656
2021-03-19 15:46:42.396 +01:00 [Information] 03/19/2021 15:46:42 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,37501;14,583338
2021-03-19 15:46:47.396 +01:00 [Information] 03/19/2021 15:46:47 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,25001;29,6875
2021-03-19 15:46:52.388 +01:00 [Information] 03/19/2021 15:46:52 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,12501;15,625
2021-03-19 15:46:57.387 +01:00 [Information] 03/19/2021 15:46:57 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,37501;17,708332
2021-03-19 15:47:02.377 +01:00 [Information] 03/19/2021 15:47:02 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,12501;20,833332
2021-03-19 15:47:07.393 +01:00 [Information] 03/19/2021 15:47:07 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;14,0625
2021-03-19 15:47:12.382 +01:00 [Information] 03/19/2021 15:47:12 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,25001;14,583325
2021-03-19 15:47:17.390 +01:00 [Information] 03/19/2021 15:47:17 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,25001;21,875
2021-03-19 15:47:22.399 +01:00 [Information] 03/19/2021 15:47:22 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,00001;14,583331
2021-03-19 15:47:27.391 +01:00 [Information] 03/19/2021 15:47:27 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,62501;20,3125
2021-03-19 15:47:32.387 +01:00 [Information] 03/19/2021 15:47:32 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,25001;21,875
2021-03-19 15:47:37.381 +01:00 [Information] 03/19/2021 15:47:37 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,00001;16,666662
